checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,12,'existing paid','new car',684.424115,<100,>=7,4,'male single',none,3.649093,car,39.654615,none,own,1.132607,skilled,1.624516,none,yes,bad
0<=X<200,14.84483,'existing paid',furniture/equipment,1932.936064,<100,<1,4,'male single',none,2.302845,'real estate',32.476511,none,own,1,skilled,1,none,yes,bad
<0,12.289701,'existing paid',radio/tv,2297.0155,<100,<1,4,'male single',none,1.77226,car,44.801419,none,own,1.090189,skilled,1,none,yes,bad
<0,27.279529,'existing paid',radio/tv,2302.574985,<100,<1,4,'male single',none,3.570312,car,35.753896,none,own,1,skilled,1,none,yes,bad
<0,36,'critical/other existing credit','new car',8001.866669,<100,1<=X<4,3.380489,'male single',none,3.661508,'no known property',38.37601,none,own,3.430974,skilled,1,yes,yes,bad
<0,13.318006,'existing paid','new car',890.844391,<100,>=7,4,'male single',none,2.382917,car,33.54123,none,own,1,skilled,1.735093,none,yes,bad
<0,23.905648,'existing paid','new car',910.547267,<100,>=7,4,'male single',none,2,car,25.157986,none,own,1,skilled,1,none,yes,bad
<0,25.758657,'critical/other existing credit','new car',4904.634083,<100,4<=X<7,2.180243,'male single',none,2.48006,'life insurance',30.078493,none,own,2,skilled,1,yes,yes,bad
<0,23.266186,'existing paid','new car',2570.910256,<100,>=7,3.257337,'male single',none,2.662213,'real estate',21.079112,none,own,1,skilled,1.481304,none,yes,bad
0<=X<200,67.062124,'existing paid',radio/tv,5722.402965,<100,1<=X<4,1.995368,'male single',none,1.052703,car,28.717858,none,own,1.644729,skilled,1,yes,yes,bad
<0,10.296501,'existing paid',furniture/equipment,1125.223687,<100,>=7,4,'male single',none,3.120173,car,29.090888,none,own,1.730158,skilled,1.517219,none,yes,bad
<0,33.992939,'critical/other existing credit',education,6331.649146,<100,>=7,4,'male single',none,4,'no known property',38.908307,none,'for free',1.270492,skilled,1,none,yes,bad
0<=X<200,48,'existing paid','new car',6545.801097,<100,>=7,3.790858,'male single',none,2.648491,'no known property',54.379989,none,own,1,skilled,1,yes,yes,bad
0<=X<200,47.33316,'existing paid',furniture/equipment,2973.371694,<100,1<=X<4,4,'male single',none,3.432573,'real estate',26.542162,none,own,2,skilled,1,none,yes,bad
<0,11.827991,'existing paid','new car',1214.303813,<100,>=7,4,'female div/dep/mar',none,3.170321,'life insurance',26.002122,none,rent,1,skilled,1,none,yes,bad
0<=X<200,50.079865,'existing paid','new car',14107.591097,<100,>=7,2.763306,'male single',none,2,'no known property',25.205495,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad
<0,11.67844,'existing paid',radio/tv,1343.195242,<100,<1,4,'male single',none,2.999282,'real estate',26.365104,none,own,1.601489,skilled,1,none,yes,bad
<0,6,'existing paid',radio/tv,447.154841,<100,<1,4,'female div/dep/mar',none,2.961163,'real estate',23.159705,none,own,1,skilled,1.60469,none,yes,bad
0<=X<200,9.038053,'existing paid','new car',1233.892261,<100,1<=X<4,3.82806,'female div/dep/mar',none,2.939547,'real estate',24,none,own,1,skilled,1,none,yes,bad
'no checking',18.12583,'existing paid','new car',2574.577877,<100,1<=X<4,3.348699,'male single',none,1.636062,'real estate',30.464012,none,own,1,'unskilled resident',1.044568,none,yes,bad
0<=X<200,18,'existing paid',radio/tv,1875.933843,<100,1<=X<4,4,'female div/dep/mar',none,2.714773,'real estate',26.158848,none,own,2,skilled,1,none,yes,bad
0<=X<200,26.514779,'existing paid',radio/tv,6455.281252,<100,>=7,2.970558,'male single',none,3.174842,'no known property',51.429771,none,own,1.812481,skilled,1.522669,yes,yes,bad
<0,24,'existing paid',radio/tv,2014.685929,<100,<1,1.303888,'male single',none,3.880395,'real estate',21.16414,none,own,1,skilled,1.879336,none,yes,bad
0<=X<200,27.071013,'existing paid','used car',11793.709821,<100,1<=X<4,1,'male single',none,3.428224,car,24.513982,none,own,1.794204,'high qualif/self emp/mgmt',1,yes,yes,bad
0<=X<200,24.939234,'critical/other existing credit',business,4248.920831,<100,1<=X<4,3.209107,'female div/dep/mar',none,4,car,34.359868,none,own,2.850437,skilled,1,none,yes,bad
<0,18.853011,'existing paid','new car',1279.591389,'no known savings',1<=X<4,3.039254,'female div/dep/mar',none,1.869121,'no known property',36.936298,none,rent,1,skilled,1,none,yes,bad
<0,14.288973,'existing paid','new car',1274.934306,'no known savings',1<=X<4,3.164939,'female div/dep/mar',none,1.420711,'no known property',34.959575,none,rent,1,skilled,1,none,yes,bad
<0,15.071717,'existing paid','new car',961.209819,<100,4<=X<7,2.263416,'female div/dep/mar',none,2.865844,car,31.509448,none,own,1.619547,skilled,1.903661,none,yes,bad
'no checking',15.338728,'existing paid',radio/tv,1534.659228,<100,1<=X<4,3.251791,'male single',none,2.58671,'life insurance',34.661797,none,own,2,skilled,1.540151,none,yes,bad
<0,24,'existing paid','new car',1284.189708,<100,1<=X<4,4,'female div/dep/mar',none,2.617987,car,32,none,rent,1,skilled,1,none,yes,bad
<0,15,'existing paid','new car',1272.194703,'no known savings',1<=X<4,3.575004,'female div/dep/mar',none,3.593536,'no known property',30.426016,none,rent,1.988287,skilled,1,none,yes,bad
<0,15,'existing paid','new car',1269.040818,'no known savings',1<=X<4,2.402006,'female div/dep/mar',none,3.516494,'no known property',28.65954,none,rent,1.605106,skilled,1,none,yes,bad
<0,12,'existing paid','new car',689.164793,<100,>=7,4,'male single',none,1.297993,car,31.796287,none,own,1.873065,skilled,1,none,yes,bad
<0,18,'existing paid',radio/tv,2118.128438,<100,1<=X<4,4,'male single',none,3.415569,'real estate',26.689129,none,own,1.522714,skilled,1,none,yes,bad
0<=X<200,34.571967,'existing paid','new car',12639.366922,<100,>=7,2.616951,'male single',none,4,'no known property',35.93328,none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,bad
<0,20.391304,'existing paid',radio/tv,3112.5456,<100,<1,1.994363,'male single',none,4,'life insurance',29.913496,none,own,1,skilled,1,none,yes,bad
<0,36,'critical/other existing credit','new car',8205.058249,<100,1<=X<4,2.833113,'male single',none,2,'no known property',25.540526,none,own,1.444008,skilled,1.86316,yes,yes,bad
<0,24,'existing paid','new car',1376.127865,<100,1<=X<4,4,'female div/dep/mar',none,2.487981,'life insurance',31.227967,none,own,1,skilled,1,none,yes,bad
<0,24,'existing paid','new car',1362.304627,<100,1<=X<4,3.506668,'female div/dep/mar',none,4,'life insurance',25,none,own,1,skilled,1,none,yes,bad
<0,29.078949,'critical/other existing credit','new car',4883.194795,<100,1<=X<4,2.211023,'male single',none,2.502989,'life insurance',51.034809,none,own,2,skilled,1.748308,yes,yes,bad
0<=X<200,12,'existing paid','new car',826.878872,<100,>=7,4,'male single',none,2.057325,'life insurance',28.611356,bank,own,1,skilled,1.124962,none,yes,bad
<0,37.240219,'critical/other existing credit',education,6225.815947,<100,>=7,4,'male single',none,4,'no known property',37.306052,none,'for free',1.77575,skilled,1,yes,yes,bad
<0,33.041985,'critical/other existing credit',radio/tv,5950.183438,<100,1<=X<4,2.432521,'male single',none,2.285961,'no known property',34.847845,none,own,1.095311,skilled,1,yes,yes,bad
<0,20.080638,'critical/other existing credit',radio/tv,6098.332933,<100,1<=X<4,4,'male single',none,2.382935,'no known property',27.060713,none,own,1.265974,skilled,1,yes,yes,bad
<0,21.756249,'critical/other existing credit','new car',1189.014751,<100,>=7,1.19457,'female div/dep/mar',none,4,'no known property',30.408426,none,own,1.294481,skilled,1.778065,none,yes,bad
<0,25.411986,'existing paid','new car',7318.913565,<100,>=7,3.342865,'male single',none,4,'life insurance',49.022098,none,own,1,skilled,1.315069,none,yes,bad
<0,36,'existing paid','new car',9537.511471,<100,<1,3.366977,'male single',none,1.384972,car,24,none,own,1.166456,skilled,1,yes,yes,bad
<0,16.57809,'existing paid',radio/tv,1804.111458,<100,1<=X<4,3.273821,'female div/dep/mar',none,1,'real estate',22.620233,none,own,1.906418,skilled,1,none,yes,bad
<0,36,'existing paid','new car',9609.340686,<100,<1,3.334522,'male single',none,1.593598,car,25.88188,none,own,2,skilled,1,yes,yes,bad
<0,47.449997,'existing paid',radio/tv,3041.326837,<100,1<=X<4,3.806038,'male single',none,4,car,35.551682,none,own,1,skilled,1,none,yes,bad
<0,43.494182,'existing paid','new car',3964.185336,<100,1<=X<4,4,'male single',none,3.669442,'real estate',38.646362,none,own,1,skilled,1.975866,yes,yes,bad
<0,37.362209,'existing paid','new car',3932.703581,<100,1<=X<4,3.166189,'male single',none,2.982302,'real estate',31.698792,none,own,1,skilled,1.392694,yes,yes,bad
<0,15.170391,'existing paid',radio/tv,1343.835046,<100,<1,4,'male single',none,2.401701,car,33.663041,none,own,1.67882,skilled,1,yes,yes,bad
0<=X<200,18.580647,'existing paid',furniture/equipment,2731.389906,<100,>=7,1.113817,'female div/dep/mar',none,2,'life insurance',39.189812,bank,own,1,skilled,1.645283,none,yes,bad
<0,23.459174,'existing paid','new car',3929.371935,<100,1<=X<4,2.130988,'male single',none,3.414071,car,34.916785,none,own,1.850524,skilled,1.645456,yes,yes,bad
<0,21.741642,'existing paid',furniture/equipment,4114.609098,<100,1<=X<4,2.325324,'male single',none,2.575982,car,33.021593,none,own,1.153333,skilled,1.071492,none,yes,bad
<0,36,'critical/other existing credit','used car',8231.160796,<100,>=7,2.61848,'male single',none,2.349845,'no known property',33.479275,none,own,1,skilled,1.613746,yes,yes,bad
<0,21.191098,'existing paid','new car',1216,<100,1<=X<4,4,'female div/dep/mar',none,3.834493,'real estate',31.281557,none,own,1.745076,skilled,1.315957,none,yes,bad
0<=X<200,25.570309,'existing paid','used car',11342.636198,<100,1<=X<4,2,'male single',none,3.580441,car,29,none,own,2,'high qualif/self emp/mgmt',1,yes,yes,bad
<0,16.163463,'existing paid',radio/tv,2348.809881,<100,unemployed,1.596044,'male div/sep',none,1.910958,car,32.481951,none,own,1,skilled,1,none,yes,bad
<0,14.568803,'existing paid','new car',1057.185835,<100,1<=X<4,3.891772,'male single',none,3.515377,car,37.261148,none,own,2,skilled,1,none,yes,bad
0<=X<200,30.450033,'critical/other existing credit',furniture/equipment,5244.499094,<100,1<=X<4,3.16678,'female div/dep/mar',none,2.238695,'life insurance',34.074705,none,own,1.350133,skilled,1,yes,yes,bad
0<=X<200,18,'existing paid',furniture/equipment,1939.693433,<100,<1,3.406924,'male single',none,2.965416,'real estate',25.589074,none,own,1.378804,skilled,1,none,yes,bad
<0,23.293117,'existing paid','new car',6782.107947,<100,1<=X<4,2,'male single',none,3.836214,'life insurance',56.956615,none,own,1.074083,skilled,1,yes,yes,bad
<0,12,'existing paid',radio/tv,715.096967,<100,>=7,4,'male single',none,4,car,52.27244,none,own,1,'unskilled resident',1.897103,none,yes,bad
<0,16.167046,'critical/other existing credit','new car',2266.168242,<100,>=7,4,'male single',none,2,'life insurance',41.537157,bank,own,2,skilled,1,none,yes,bad
<0,13.074769,'existing paid','new car',1441.485205,<100,4<=X<7,3.970533,'male single',none,3.728949,'no known property',30.461276,none,own,1.47014,skilled,1.030818,none,yes,bad
<0,20.691481,'existing paid','new car',3925.127321,<100,1<=X<4,3.568631,'male single',none,2,car,31.408376,none,own,1,skilled,1.470145,yes,yes,bad
<0,17.204448,'existing paid',furniture/equipment,2160.730629,<100,1<=X<4,4,'male single',none,1.065238,'real estate',28.950428,none,own,1,skilled,1,none,yes,bad
<0,20.622873,'existing paid',furniture/equipment,2458.734875,<100,<1,4,'male single',none,1.606069,car,30.806195,none,own,1,skilled,1,none,yes,bad
<0,19.871427,'critical/other existing credit',furniture/equipment,2213.260347,<100,1<=X<4,3.043686,'male single',none,3.338688,'life insurance',38.877088,none,own,1.953232,skilled,1,none,yes,bad
<0,10.6537,'critical/other existing credit',furniture/equipment,2169.787779,<100,1<=X<4,2.996796,'male single',none,1.718838,'life insurance',26.109828,none,own,1,skilled,1,none,yes,bad
<0,9.257081,'existing paid','new car',1429.280279,<100,4<=X<7,3.629561,'male single',none,3.787836,'no known property',31.58003,none,own,1.086092,skilled,1.126126,none,yes,bad
<0,24,'existing paid',furniture/equipment,4083.244586,<100,>=7,3,'male single',none,3.567196,car,27.959042,none,own,1.558264,skilled,1.542343,none,yes,bad
0<=X<200,12,'existing paid',radio/tv,819.789432,<100,>=7,4,'male single',none,2.978773,'life insurance',28.1823,none,own,1,skilled,1,none,yes,bad
0<=X<200,12,'existing paid',radio/tv,795.109173,<100,>=7,4,'male single',none,3.544879,'life insurance',38.312611,none,own,1,skilled,1.036028,none,yes,bad
0<=X<200,58.532399,'existing paid',business,15127.311387,<100,>=7,2.742116,'male single',none,3.331558,'no known property',53.545866,none,own,1.133017,skilled,1,yes,yes,bad
<0,29.621845,'existing paid',furniture/equipment,4202.974347,<100,1<=X<4,2.849063,'male single',none,2.430475,car,37.746731,none,own,1,skilled,1,none,yes,bad
<0,25.514013,'existing paid',furniture/equipment,4188.53181,<100,1<=X<4,2.832328,'male single',none,2.284708,car,36.226857,none,own,1,skilled,1,none,yes,bad
<0,18.336137,'existing paid','new car',2588.252534,<100,1<=X<4,3.408471,'male single',none,2.156027,'real estate',41.937793,none,own,1,skilled,1.888401,none,yes,bad
<0,12.724411,'critical/other existing credit','new car',4779.228576,<100,<1,2.808066,'male single',none,4,'life insurance',27.593665,none,own,1.371463,skilled,1,yes,yes,bad
<0,24,'existing paid',radio/tv,3125.542154,<100,<1,3.926918,'female div/dep/mar',none,2,'life insurance',22.939156,none,own,1,skilled,1,none,yes,bad
0<=X<200,52.856923,'existing paid','new car',17354.115975,<100,>=7,1.249448,'male single',none,2.364416,'no known property',33.456325,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad
0<=X<200,38.744448,'existing paid','new car',15592.623347,<100,>=7,1.546372,'male single',none,2.38982,'no known property',32.63791,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad
<0,22.984006,'existing paid',radio/tv,2344.85615,<100,<1,1.08572,'male single',none,1,'real estate',33,none,own,1,skilled,1,none,yes,bad
<0,22.123058,'existing paid',radio/tv,2344.348013,<100,<1,1.65285,'male single',none,1,'real estate',33,none,own,1,skilled,1,none,yes,bad
<0,29.162587,'existing paid',furniture/equipment,3348.175338,<100,>=7,4,'male single',none,2,'life insurance',31.625098,none,own,1,skilled,1,yes,yes,bad
<0,13.270175,'existing paid',furniture/equipment,3348.003414,<100,>=7,3.277915,'male single',none,3.087784,'life insurance',35.243522,none,own,1,skilled,1,yes,yes,bad
<0,9.498632,'existing paid','new car',1382.676968,<100,1<=X<4,2.736868,'female div/dep/mar',none,2.941143,'real estate',24.991673,none,own,1,skilled,1,none,yes,bad
<0,24.123393,'existing paid','new car',6875.034974,<100,1<=X<4,2.871767,'male single',none,1.871857,'life insurance',40.306882,none,own,1,skilled,1,yes,yes,bad
<0,12,'existing paid','new car',699.867269,<100,>=7,4,'male single',none,3.519298,car,54.582696,bank,own,1.024516,'unskilled resident',1,none,yes,bad
<0,42.504929,'existing paid',furniture/equipment,9865.3652,<100,4<=X<7,4,'male single',none,4,'no known property',36.916134,none,own,2.449848,skilled,1.848108,yes,yes,bad
<0,15.852216,'delayed previously',radio/tv,1622.509614,<100,<1,4,'male single',none,2.39623,car,39.676,none,own,1,skilled,1,none,yes,bad
<0,15.774303,'delayed previously',radio/tv,1656.010325,<100,<1,4,'male single',none,2.09456,car,43.280739,none,own,1,skilled,1,none,yes,bad
0<=X<200,18.080989,'existing paid',furniture/equipment,1921.616358,<100,<1,4,'male single',none,3,'real estate',29.544303,none,own,1.373294,skilled,1,none,yes,bad
<0,11.575507,'existing paid',radio/tv,758.756415,<100,unemployed,3.470231,'female div/dep/mar',none,2,'real estate',26.810173,none,own,1,'unskilled resident',1,none,yes,bad
<0,16.201954,'critical/other existing credit',education,6231.10366,<100,>=7,4,'male single',none,3.681625,'no known property',35.739702,none,'for free',1.028575,skilled,1,yes,yes,bad
<0,23.925903,'existing paid',furniture/equipment,3386.198274,<100,>=7,3.101269,'male single',none,3.778637,'life insurance',27.918781,none,own,1.144806,skilled,1.553606,yes,yes,bad
'no checking',18,'existing paid',radio/tv,1535.140781,<100,1<=X<4,4,'male single',none,2.569692,'life insurance',43.454236,none,own,1,skilled,1.108944,none,yes,bad
'no checking',18,'existing paid',radio/tv,1530.257926,<100,1<=X<4,3.329705,'male single',none,1.705235,'life insurance',41.377437,none,own,1.464628,skilled,1.596817,none,yes,bad
<0,26.953072,'existing paid',furniture/equipment,3547.358287,<100,1<=X<4,2,'male single',none,4,car,21.877506,none,own,1.23958,skilled,1,none,yes,bad
<0,31.037428,'existing paid',radio/tv,2109.823863,<100,1<=X<4,2.986461,'male single',none,1.486739,'real estate',30.934856,none,own,1.970774,skilled,1,none,yes,bad
<0,19.391761,'existing paid',furniture/equipment,4150.963126,<100,1<=X<4,2.238478,'male single',none,3.859293,car,34.458667,none,own,1.924979,skilled,1.733192,none,yes,bad
0<=X<200,39.384279,'existing paid','used car',10539.18797,<100,1<=X<4,4,'male single',none,3.181117,car,36.966582,bank,own,2.137864,'high qualif/self emp/mgmt',1.476592,yes,yes,bad
<0,26.067513,'existing paid','new car',4055.881616,<100,1<=X<4,3,'male single',none,2.726608,car,43.995786,none,own,1,skilled,1,yes,yes,bad
<0,27.471276,'existing paid',furniture/equipment,2403.08114,<100,<1,3.971198,'male single',none,3.82984,'real estate',30.162302,none,own,1.840142,skilled,1,none,yes,bad
<0,18.254101,'existing paid','new car',2470.963253,<100,1<=X<4,3.645062,'male single',none,2,car,22.560792,none,own,1.006236,'unskilled resident',1,none,yes,bad
<0,24,'existing paid','new car',1193.954855,<100,<1,1.901347,'female div/dep/mar',none,4,'no known property',30.303108,none,rent,2,skilled,1.080465,none,yes,bad
<0,24,'existing paid','new car',1206.230318,<100,<1,1.459895,'female div/dep/mar',none,4,'no known property',29.828066,none,rent,2,skilled,1.725445,none,yes,bad
